season,round,race_name,circuit_id,date,time,url
1989,5,United States Grand Prix,phoenix,1989-06-04,,https://en.wikipedia.org/wiki/1989_United_States_Grand_Prix
1989,6,Canadian Grand Prix,villeneuve,1989-06-18,,https://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix
1989,7,French Grand Prix,ricard,1989-07-09,,https://en.wikipedia.org/wiki/1989_French_Grand_Prix
1989,8,British Grand Prix,silverstone,1989-07-16,,https://en.wikipedia.org/wiki/1989_British_Grand_Prix
1989,9,German Grand Prix,hockenheimring,1989-07-30,,https://en.wikipedia.org/wiki/1989_German_Grand_Prix
1989,10,Hungarian Grand Prix,hungaroring,1989-08-13,,https://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix
1989,11,Belgian Grand Prix,spa,1989-08-27,,https://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix
1989,12,Italian Grand Prix,monza,1989-09-10,,https://en.wikipedia.org/wiki/1989_Italian_Grand_Prix
1989,13,Portuguese Grand Prix,estoril,1989-09-24,,https://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix
1989,14,Spanish Grand Prix,jerez,1989-10-01,,https://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix
1989,15,Japanese Grand Prix,suzuka,1989-10-22,,https://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix
1989,16,Australian Grand Prix,adelaide,1989-11-05,,https://en.wikipedia.org/wiki/1989_Australian_Grand_Prix
1990,1,United States Grand Prix,phoenix,1990-03-11,,https://en.wikipedia.org/wiki/1990_United_States_Grand_Prix
1990,2,Brazilian Grand Prix,interlagos,1990-03-25,,https://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix
1990,3,San Marino Grand Prix,imola,1990-05-13,,https://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix
1990,4,Monaco Grand Prix,monaco,1990-05-27,,https://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix
1990,5,Canadian Grand Prix,villeneuve,1990-06-10,,https://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix
1990,6,Mexican Grand Prix,rodriguez,1990-06-24,,https://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix
1990,7,French Grand Prix,ricard,1990-07-08,,https://en.wikipedia.org/wiki/1990_French_Grand_Prix
1990,8,British Grand Prix,silverstone,1990-07-15,,https://en.wikipedia.org/wiki/1990_British_Grand_Prix
1990,9,German Grand Prix,hockenheimring,1990-07-29,,https://en.wikipedia.org/wiki/1990_German_Grand_Prix
1990,10,Hungarian Grand Prix,hungaroring,1990-08-12,,https://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix
1990,11,Belgian Grand Prix,spa,1990-08-26,,https://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix
1990,12,Italian Grand Prix,monza,1990-09-09,,https://en.wikipedia.org/wiki/1990_Italian_Grand_Prix
1990,13,Portuguese Grand Prix,estoril,1990-09-23,,https://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix
1990,14,Spanish Grand Prix,jerez,1990-09-30,,https://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix
1990,15,Japanese Grand Prix,suzuka,1990-10-21,,https://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix
1990,16,Australian Grand Prix,adelaide,1990-11-04,,https://en.wikipedia.org/wiki/1990_Australian_Grand_Prix
1991,1,United States Grand Prix,phoenix,1991-03-10,,https://en.wikipedia.org/wiki/1991_United_States_Grand_Prix
1991,2,Brazilian Grand Prix,interlagos,1991-03-24,,https://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix
1991,3,San Marino Grand Prix,imola,1991-04-28,,https://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix
1991,4,Monaco Grand Prix,monaco,1991-05-12,,https://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,,https://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,,https://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix
1991,7,French Grand Prix,magny_cours,1991-07-07,,https://en.wikipedia.org/wiki/1991_French_Grand_Prix
1991,8,British Grand Prix,silverstone,1991-07-14,,https://en.wikipedia.org/wiki/1991_British_Grand_Prix
1991,9,German Grand Prix,hockenheimring,1991-07-28,,https://en.wikipedia.org/wiki/1991_German_Grand_Prix
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,,https://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix
1991,11,Belgian Grand Prix,spa,1991-08-25,,https://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix
1991,12,Italian Grand Prix,monza,1991-09-08,,https://en.wikipedia.org/wiki/1991_Italian_Grand_Prix
1991,13,Portuguese Grand Prix,estoril,1991-09-22,,https://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix
1991,14,Spanish Grand Prix,catalunya,1991-09-29,,https://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix
1991,15,Japanese Grand Prix,suzuka,1991-10-20,,https://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix
1991,16,Australian Grand Prix,adelaide,1991-11-03,,https://en.wikipedia.org/wiki/1991_Australian_Grand_Prix
1992,1,South African Grand Prix,kyalami,1992-03-01,,https://en.wikipedia.org/wiki/1992_South_African_Grand_Prix
1992,2,Mexican Grand Prix,rodriguez,1992-03-22,,https://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,3,Brazilian Grand Prix,interlagos,1992-04-05,,https://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,4,Spanish Grand Prix,catalunya,1992-05-03,,https://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,5,San Marino Grand Prix,imola,1992-05-17,,https://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,6,Monaco Grand Prix,monaco,1992-05-31,,https://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,7,Canadian Grand Prix,villeneuve,1992-06-14,,https://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,8,French Grand Prix,magny_cours,1992-07-05,,https://en.wikipedia.org/wiki/1992_French_Grand_Prix
1992,9,British Grand Prix,silverstone,1992-07-12,,https://en.wikipedia.org/wiki/1992_British_Grand_Prix
1992,10,German Grand Prix,hockenheimring,1992-07-26,,https://en.wikipedia.org/wiki/1992_German_Grand_Prix
1992,11,Hungarian Grand Prix,hungaroring,1992-08-16,,https://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix
1992,12,Belgian Grand Prix,spa,1992-08-30,,https://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix
1992,13,Italian Grand Prix,monza,1992-09-13,,https://en.wikipedia.org/wiki/1992_Italian_Grand_Prix
1992,14,Portuguese Grand Prix,estoril,1992-09-27,,https://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix
1992,15,Japanese Grand Prix,suzuka,1992-10-25,,https://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix
1992,16,Australian Grand Prix,adelaide,1992-11-08,,https://en.wikipedia.org/wiki/1992_Australian_Grand_Prix
1993,1,South African Grand Prix,kyalami,1993-03-14,,https://en.wikipedia.org/wiki/1993_South_African_Grand_Prix
1993,2,Brazilian Grand Prix,interlagos,1993-03-28,,https://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix
1993,3,European Grand Prix,donington,1993-04-11,,https://en.wikipedia.org/wiki/1993_European_Grand_Prix
1993,4,San Marino Grand Prix,imola,1993-04-25,,https://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix
1993,5,Spanish Grand Prix,catalunya,1993-05-09,,https://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix
1993,6,Monaco Grand Prix,monaco,1993-05-23,,https://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix
1993,7,Canadian Grand Prix,villeneuve,1993-06-13,,https://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix
1993,8,French Grand Prix,magny_cours,1993-07-04,,https://en.wikipedia.org/wiki/1993_French_Grand_Prix
1993,9,British Grand Prix,silverstone,1993-07-11,,https://en.wikipedia.org/wiki/1993_British_Grand_Prix
1993,10,German Grand Prix,hockenheimring,1993-07-25,,https://en.wikipedia.org/wiki/1993_German_Grand_Prix
1993,11,Hungarian Grand Prix,hungaroring,1993-08-15,,https://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix
1993,12,Belgian Grand Prix,spa,1993-08-29,,https://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix
1993,13,Italian Grand Prix,monza,1993-09-12,,https://en.wikipedia.org/wiki/1993_Italian_Grand_Prix
1993,14,Portuguese Grand Prix,estoril,1993-09-26,,https://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix
1993,15,Japanese Grand Prix,suzuka,1993-10-24,,https://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix
1993,16,Australian Grand Prix,adelaide,1993-11-07,,https://en.wikipedia.org/wiki/1993_Australian_Grand_Prix
1994,1,Brazilian Grand Prix,interlagos,1994-03-27,,https://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix
1994,2,Pacific Grand Prix,okayama,1994-04-17,,https://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix
1994,3,San Marino Grand Prix,imola,1994-05-01,,https://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix
1994,4,Monaco Grand Prix,monaco,1994-05-15,,https://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix
1994,5,Spanish Grand Prix,catalunya,1994-05-29,,https://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix
1994,6,Canadian Grand Prix,villeneuve,1994-06-12,,https://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix
1994,7,French Grand Prix,magny_cours,1994-07-03,,https://en.wikipedia.org/wiki/1994_French_Grand_Prix
1994,8,British Grand Prix,silverstone,1994-07-10,,https://en.wikipedia.org/wiki/1994_British_Grand_Prix
1994,9,German Grand Prix,hockenheimring,1994-07-31,,https://en.wikipedia.org/wiki/1994_German_Grand_Prix
1994,10,Hungarian Grand Prix,hungaroring,1994-08-14,,https://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix
1994,11,Belgian Grand Prix,spa,1994-08-28,,https://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix
1994,12,Italian Grand Prix,monza,1994-09-11,,https://en.wikipedia.org/wiki/1994_Italian_Grand_Prix
1994,13,Portuguese Grand Prix,estoril,1994-09-25,,https://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix
1994,14,European Grand Prix,jerez,1994-10-16,,https://en.wikipedia.org/wiki/1994_European_Grand_Prix
1994,15,Japanese Grand Prix,suzuka,1994-11-06,,https://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix
1994,16,Australian Grand Prix,adelaide,1994-11-13,,https://en.wikipedia.org/wiki/1994_Australian_Grand_Prix
1995,1,Brazilian Grand Prix,interlagos,1995-03-26,,https://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix
1995,2,Argentine Grand Prix,galvez,1995-04-09,,https://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix
1995,3,San Marino Grand Prix,imola,1995-04-30,,https://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix
1995,4,Spanish Grand Prix,catalunya,1995-05-14,,https://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix
1995,5,Monaco Grand Prix,monaco,1995-05-28,,https://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix
1995,6,Canadian Grand Prix,villeneuve,1995-06-11,,https://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix
1995,7,French Grand Prix,magny_cours,1995-07-02,,https://en.wikipedia.org/wiki/1995_French_Grand_Prix
1995,8,British Grand Prix,silverstone,1995-07-16,,https://en.wikipedia.org/wiki/1995_British_Grand_Prix
1995,9,German Grand Prix,hockenheimring,1995-07-30,,https://en.wikipedia.org/wiki/1995_German_Grand_Prix
1995,10,Hungarian Grand Prix,hungaroring,1995-08-13,,https://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix
1995,11,Belgian Grand Prix,spa,1995-08-27,,https://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix
1995,12,Italian Grand Prix,monza,1995-09-10,,https://en.wikipedia.org/wiki/1995_Italian_Grand_Prix
1995,13,Portuguese Grand Prix,estoril,1995-09-24,,https://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix
1995,14,European Grand Prix,nurburgring,1995-10-01,,https://en.wikipedia.org/wiki/1995_European_Grand_Prix
1995,15,Pacific Grand Prix,okayama,1995-10-22,,https://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix
1995,16,Japanese Grand Prix,suzuka,1995-10-29,,https://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix
1995,17,Australian Grand Prix,adelaide,1995-11-12,,https://en.wikipedia.org/wiki/1995_Australian_Grand_Prix
1996,1,Australian Grand Prix,albert_park,1996-03-10,,https://en.wikipedia.org/wiki/1996_Australian_Grand_Prix
1996,2,Brazilian Grand Prix,interlagos,1996-03-31,,https://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix
1996,3,Argentine Grand Prix,galvez,1996-04-07,,https://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix
1996,4,European Grand Prix,nurburgring,1996-04-28,,https://en.wikipedia.org/wiki/1996_European_Grand_Prix
1996,5,San Marino Grand Prix,imola,1996-05-05,,https://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix
1996,6,Monaco Grand Prix,monaco,1996-05-19,,https://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix
1996,7,Spanish Grand Prix,catalunya,1996-06-02,,https://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix
1996,8,Canadian Grand Prix,villeneuve,1996-06-16,,https://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix
1996,9,French Grand Prix,magny_cours,1996-06-30,,https://en.wikipedia.org/wiki/1996_French_Grand_Prix
1996,10,British Grand Prix,silverstone,1996-07-14,,https://en.wikipedia.org/wiki/1996_British_Grand_Prix
1996,11,German Grand Prix,hockenheimring,1996-07-28,,https://en.wikipedia.org/wiki/1996_German_Grand_Prix
1996,12,Hungarian Grand Prix,hungaroring,1996-08-11,,https://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix
1996,13,Belgian Grand Prix,spa,1996-08-25,,https://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix
1996,14,Italian Grand Prix,monza,1996-09-08,,https://en.wikipedia.org/wiki/1996_Italian_Grand_Prix
1996,15,Portuguese Grand Prix,estoril,1996-09-22,,https://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix
1996,16,Japanese Grand Prix,suzuka,1996-10-13,,https://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix
1997,1,Australian Grand Prix,albert_park,1997-03-09,,https://en.wikipedia.org/wiki/1997_Australian_Grand_Prix
1997,2,Brazilian Grand Prix,interlagos,1997-03-30,,https://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix
1997,3,Argentine Grand Prix,galvez,1997-04-13,,https://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix
1997,4,San Marino Grand Prix,imola,1997-04-27,,https://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix
1997,5,Monaco Grand Prix,monaco,1997-05-11,,https://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix
1997,6,Spanish Grand Prix,catalunya,1997-05-25,,https://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix
1997,7,Canadian Grand Prix,villeneuve,1997-06-15,,https://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix
1997,8,French Grand Prix,magny_cours,1997-06-29,,https://en.wikipedia.org/wiki/1997_French_Grand_Prix
1997,9,British Grand Prix,silverstone,1997-07-13,,https://en.wikipedia.org/wiki/1997_British_Grand_Prix
1997,10,German Grand Prix,hockenheimring,1997-07-27,,https://en.wikipedia.org/wiki/1997_German_Grand_Prix
1997,11,Hungarian Grand Prix,hungaroring,1997-08-10,,https://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix
1997,12,Belgian Grand Prix,spa,1997-08-24,,https://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix
1997,13,Italian Grand Prix,monza,1997-09-07,,https://en.wikipedia.org/wiki/1997_Italian_Grand_Prix
1997,14,Austrian Grand Prix,red_bull_ring,1997-09-21,,https://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix
1997,15,Luxembourg Grand Prix,nurburgring,1997-09-28,,https://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix
1997,16,Japanese Grand Prix,suzuka,1997-10-12,,https://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix
1997,17,European Grand Prix,jerez,1997-10-26,,https://en.wikipedia.org/wiki/1997_European_Grand_Prix
1998,1,Australian Grand Prix,albert_park,1998-03-08,,https://en.wikipedia.org/wiki/1998_Australian_Grand_Prix
1998,2,Brazilian Grand Prix,interlagos,1998-03-29,,https://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix
1998,3,Argentine Grand Prix,galvez,1998-04-12,,https://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix
1998,4,San Marino Grand Prix,imola,1998-04-26,,https://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix
1998,5,Spanish Grand Prix,catalunya,1998-05-10,,https://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix
1998,6,Monaco Grand Prix,monaco,1998-05-24,,https://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix
1998,7,Canadian Grand Prix,villeneuve,1998-06-07,,https://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix
1998,8,French Grand Prix,magny_cours,1998-06-28,,https://en.wikipedia.org/wiki/1998_French_Grand_Prix
1998,9,British Grand Prix,silverstone,1998-07-12,,https://en.wikipedia.org/wiki/1998_British_Grand_Prix
1998,10,Austrian Grand Prix,red_bull_ring,1998-07-26,,https://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix
1998,11,German Grand Prix,hockenheimring,1998-08-02,,https://en.wikipedia.org/wiki/1998_German_Grand_Prix
1998,12,Hungarian Grand Prix,hungaroring,1998-08-16,,https://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix
1998,13,Belgian Grand Prix,spa,1998-08-30,,https://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix
1998,14,Italian Grand Prix,monza,1998-09-13,,https://en.wikipedia.org/wiki/1998_Italian_Grand_Prix
1998,15,Luxembourg Grand Prix,nurburgring,1998-09-27,,https://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix
1998,16,Japanese Grand Prix,suzuka,1998-11-01,,https://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix
1999,1,Australian Grand Prix,albert_park,1999-03-07,,https://en.wikipedia.org/wiki/1999_Australian_Grand_Prix
1999,2,Brazilian Grand Prix,interlagos,1999-04-11,,https://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix
1999,3,San Marino Grand Prix,imola,1999-05-02,,https://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix
1999,4,Monaco Grand Prix,monaco,1999-05-16,,https://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix
1999,5,Spanish Grand Prix,catalunya,1999-05-30,,https://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix
1999,6,Canadian Grand Prix,villeneuve,1999-06-13,,https://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix
1999,7,French Grand Prix,magny_cours,1999-06-27,,https://en.wikipedia.org/wiki/1999_French_Grand_Prix
1999,8,British Grand Prix,silverstone,1999-07-11,,https://en.wikipedia.org/wiki/1999_British_Grand_Prix
1999,9,Austrian Grand Prix,red_bull_ring,1999-07-25,,https://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix
1999,10,German Grand Prix,hockenheimring,1999-08-01,,https://en.wikipedia.org/wiki/1999_German_Grand_Prix
1999,11,Hungarian Grand Prix,hungaroring,1999-08-15,,https://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix
1999,12,Belgian Grand Prix,spa,1999-08-29,,https://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix
1999,13,Italian Grand Prix,monza,1999-09-12,,https://en.wikipedia.org/wiki/1999_Italian_Grand_Prix
1999,14,European Grand Prix,nurburgring,1999-09-26,,https://en.wikipedia.org/wiki/1999_European_Grand_Prix
1999,15,Malaysian Grand Prix,sepang,1999-10-17,,https://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix
1999,16,Japanese Grand Prix,suzuka,1999-10-31,,https://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix
2000,1,Australian Grand Prix,albert_park,2000-03-12,,https://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,2,Brazilian Grand Prix,interlagos,2000-03-26,,https://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,3,San Marino Grand Prix,imola,2000-04-09,,https://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,4,British Grand Prix,silverstone,2000-04-23,,https://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,5,Spanish Grand Prix,catalunya,2000-05-07,,https://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,6,European Grand Prix,nurburgring,2000-05-21,,https://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,7,Monaco Grand Prix,monaco,2000-06-04,,https://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,8,Canadian Grand Prix,villeneuve,2000-06-18,,https://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,9,French Grand Prix,magny_cours,2000-07-02,,https://en.wikipedia.org/wiki/2000_French_Grand_Prix
2000,10,Austrian Grand Prix,red_bull_ring,2000-07-16,,https://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix
2000,11,German Grand Prix,hockenheimring,2000-07-30,,https://en.wikipedia.org/wiki/2000_German_Grand_Prix
2000,12,Hungarian Grand Prix,hungaroring,2000-08-13,,https://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix
2000,13,Belgian Grand Prix,spa,2000-08-27,,https://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix
2000,14,Italian Grand Prix,monza,2000-09-10,,https://en.wikipedia.org/wiki/2000_Italian_Grand_Prix
2000,15,United States Grand Prix,indianapolis,2000-09-24,,https://en.wikipedia.org/wiki/2000_United_States_Grand_Prix
2000,16,Japanese Grand Prix,suzuka,2000-10-08,,https://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix
2000,17,Malaysian Grand Prix,sepang,2000-10-22,,https://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix
2001,1,Australian Grand Prix,albert_park,2001-03-04,,https://en.wikipedia.org/wiki/2001_Australian_Grand_Prix
2001,2,Malaysian Grand Prix,sepang,2001-03-18,,https://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix
2001,3,Brazilian Grand Prix,interlagos,2001-04-01,,https://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix
2001,4,San Marino Grand Prix,imola,2001-04-15,,https://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix
2001,5,Spanish Grand Prix,catalunya,2001-04-29,,https://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix
2001,6,Austrian Grand Prix,red_bull_ring,2001-05-13,,https://en.wikipedia.org/wiki/2001_Austrian_Grand_Prix
2001,7,Monaco Grand Prix,monaco,2001-05-27,,https://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix
2001,8,Canadian Grand Prix,villeneuve,2001-06-10,,https://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix
2001,9,European Grand Prix,nurburgring,2001-06-24,,https://en.wikipedia.org/wiki/2001_European_Grand_Prix
2001,10,French Grand Prix,magny_cours,2001-07-01,,https://en.wikipedia.org/wiki/2001_French_Grand_Prix
2001,11,British Grand Prix,silverstone,2001-07-15,,https://en.wikipedia.org/wiki/2001_British_Grand_Prix
2001,12,German Grand Prix,hockenheimring,2001-07-29,,https://en.wikipedia.org/wiki/2001_German_Grand_Prix
2001,13,Hungarian Grand Prix,hungaroring,2001-08-19,,https://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix
2001,14,Belgian Grand Prix,spa,2001-09-02,,https://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix
2001,15,Italian Grand Prix,monza,2001-09-16,,https://en.wikipedia.org/wiki/2001_Italian_Grand_Prix
2001,16,United States Grand Prix,indianapolis,2001-09-30,,https://en.wikipedia.org/wiki/2001_United_States_Grand_Prix
2001,17,Japanese Grand Prix,suzuka,2001-10-14,,https://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix
2002,1,Australian Grand Prix,albert_park,2002-03-03,,https://en.wikipedia.org/wiki/2002_Australian_Grand_Prix
2002,2,Malaysian Grand Prix,sepang,2002-03-17,,https://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix
2002,3,Brazilian Grand Prix,interlagos,2002-03-31,,https://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix
2002,4,San Marino Grand Prix,imola,2002-04-14,,https://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix
2002,5,Spanish Grand Prix,catalunya,2002-04-28,,https://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix
2002,6,Austrian Grand Prix,red_bull_ring,2002-05-12,,https://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix
2002,7,Monaco Grand Prix,monaco,2002-05-26,,https://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix
2002,8,Canadian Grand Prix,villeneuve,2002-06-09,,https://en.wikipedia.org/wiki/2002_Canadian_Grand_Prix
2002,9,European Grand Prix,nurburgring,2002-06-23,,https://en.wikipedia.org/wiki/2002_European_Grand_Prix
2002,10,British Grand Prix,silverstone,2002-07-07,,https://en.wikipedia.org/wiki/2002_British_Grand_Prix
2002,11,French Grand Prix,magny_cours,2002-07-21,,https://en.wikipedia.org/wiki/2002_French_Grand_Prix
2002,12,German Grand Prix,hockenheimring,2002-07-28,,https://en.wikipedia.org/wiki/2002_German_Grand_Prix
2002,13,Hungarian Grand Prix,hungaroring,2002-08-18,,https://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix
2002,14,Belgian Grand Prix,spa,2002-09-01,,https://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix
2002,15,Italian Grand Prix,monza,2002-09-15,,https://en.wikipedia.org/wiki/2002_Italian_Grand_Prix
2002,16,United States Grand Prix,indianapolis,2002-09-29,,https://en.wikipedia.org/wiki/2002_United_States_Grand_Prix
2002,17,Japanese Grand Prix,suzuka,2002-10-13,,https://en.wikipedia.org/wiki/2002_Japanese_Grand_Prix
2003,1,Australian Grand Prix,albert_park,2003-03-09,,https://en.wikipedia.org/wiki/2003_Australian_Grand_Prix
2003,2,Malaysian Grand Prix,sepang,2003-03-23,,https://en.wikipedia.org/wiki/2003_Malaysian_Grand_Prix
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,,https://en.wikipedia.org/wiki/2003_Brazilian_Grand_Prix
2003,4,San Marino Grand Prix,imola,2003-04-20,,https://en.wikipedia.org/wiki/2003_San_Marino_Grand_Prix
2003,5,Spanish Grand Prix,catalunya,2003-05-04,,https://en.wikipedia.org/wiki/2003_Spanish_Grand_Prix
2003,6,Austrian Grand Prix,red_bull_ring,2003-05-18,,https://en.wikipedia.org/wiki/2003_Austrian_Grand_Prix
2003,7,Monaco Grand Prix,monaco,2003-06-01,,https://en.wikipedia.org/wiki/2003_Monaco_Grand_Prix
2003,8,Canadian Grand Prix,villeneuve,2003-06-15,,https://en.wikipedia.org/wiki/2003_Canadian_Grand_Prix
2003,9,European Grand Prix,nurburgring,2003-06-29,,https://en.wikipedia.org/wiki/2003_European_Grand_Prix
